DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
P2ADE,Reductant Tank Temperature Sensor B Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE0,Intake Air O2 Sensor Pumping Current Trim Circuit Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE1,Intake Air O2 Sensor Pumping Current Trim Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE2,Intake Air O2 Sensor Pumping Current Trim Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE3,Intake Air O2 Sensor Pumping Current Circuit Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE4,Intake Air O2 Sensor Pumping Current Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE5,Intake Air O2 Sensor Pumping Current Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE6,Intake Air O2 Sensor Negative Current Control Circuit Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE7,Intake Air O2 Sensor Negative Current Control Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE8,Intake Air O2 Sensor Negative Current Control Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AE9,Intake Air O2 Sensor Pumping Current Trim Circuit Open Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AEA,Intake Air O2 Sensor Pumping Current Trim Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AEB,Intake Air O2 Sensor Pumping Current Trim Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AEC,Intake Air O2 Sensor Pumping Current Circuit Open Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AED,Intake Air O2 Sensor Pumping Current Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AEE,Intake Air O2 Sensor Pumping Current Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AEF,Intake Air O2 Sensor Negative Current Control Circuit Open Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF0,Intake Air O2 Sensor Negative Current Control Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF1,Intake Air O2 Sensor Negative Current Control Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF2,Starter Relay C Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF3,Starter Relay C Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF4,Starter Relay C Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF5,Starter Relay C Stuck On,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF6,Starter Relay C Stuck Off,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF7,Starter Relay D Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF8,Starter Relay D Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AF9,Starter Relay D Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AFA,Starter Relay D Stuck On,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AFB,Starter Relay D Stuck Off,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AFC,Engine Coolant Temperature Sensor 4 Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AFE,Engine Coolant Temperature Sensor 4 Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2AFF,Engine Coolant Temperature Sensor 4 Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B00,Cylinder 1 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B01,Cylinder 2 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B02,Cylinder 3 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B03,Cylinder 4 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B05,Cylinder 6 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B06,Cylinder 7 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B07,Cylinder 8 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B08,Cold Start Cylinder 1 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B09,Cold Start Cylinder 2 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0A,Cold Start Cylinder 3 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0B,Cold Start Cylinder 4 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0C,Cold Start Cylinder 5 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0D,Cold Start Cylinder 6 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0E,Cold Start Cylinder 7 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B0F,Cold Start Cylinder 8 Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B10,Cylinder 1 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B11,Cylinder 1 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B12,Cylinder 2 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B13,Cylinder 2 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B14,Cylinder 3 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B15,Cylinder 3 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B16,Cylinder 4 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B17,Cylinder 4 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B18,Cylinder 5 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B19,Cylinder 5 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1A,Cylinder 6 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1B,Cylinder 6 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1C,Cylinder 7 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1D,Cylinder 7 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1E,Cylinder 8 Injection Pulse Offset Not Learned,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B1F,Cylinder 8 Injection Pulse Offset Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B20,Hybrid/EV Electronics Coolant Temperature Sensor B Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B21,Hybrid/EV Electronics Coolant Temperature Sensor B Circuit Range/Perfomance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B22,Hybrid/EV Electronics Coolant Temperature Sensor B Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B23,Hybrid/EV Electronics Coolant Temperature Sensor B Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B24,Hybrid/EV Electronics Coolant Temperature Sensor C Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B25,Hybrid/EV Electronics Coolant Temperature Sensor C Circuit Range/Perfomance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B26,Hybrid/EV Electronics Coolant Temperature Sensor C Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B27,Hybrid/EV Electronics Coolant Temperature Sensor C Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B28,Hybrid/EV Battery Pack Coolant Pump A Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B29,Hybrid/EV Battery Pack Coolant Pump A Overspeed - Dry Run,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2A,Hybrid/EV Electronics Coolant Pump A Overspeed - Dry Run,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2B,Engine Coolant Temperature Sensor 5 Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2C,Engine Coolant Temperature Sensor 5 Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2D,Engine Coolant Temperature Sensor 5 Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2E,Engine Coolant Temperature Sensor 5 Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B2F,Fan 1 Performance/Stuck Off,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B30,Fan 1 Stuck On,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B31,Fan 2 Performance/Stuck Off,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B32,Fan 2 Stuck On,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B33,A Camshaft Profile Actuator B Control Circuit/Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B34,A Camshaft Profile Actuator B Control Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B35,A Camshaft Profile Actuator B Control Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B36,A Camshaft Profile Actuator B Control Circuit/Open Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B37,A Camshaft Profile Actuator B Control Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B38,A Camshaft Profile Actuator B Control Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B39,B Camshaft Profile Actuator B Control Circuit/Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3A,B Camshaft Profile Actuator B Control Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3B,B Camshaft Profile Actuator B Control Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3C,B Camshaft Profile Actuator B Control Circuit/Open Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3D,B Camshaft Profile Actuator B Control Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3E,B Camshaft Profile Actuator B Control Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B3F,A Camshaft Position Actuator Position Sensor B Circuit Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B40,A Camshaft Position Actuator Position Sensor B Range/Performance Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B41,A Camshaft Position Actuator Position Sensor B Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B42,A Camshaft Position Actuator Position Sensor B Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B43,A Camshaft Position Actuator Position Sensor B Circuit Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B44,A Camshaft Position Actuator Position Sensor B Range/Performance Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B45,A Camshaft Position Actuator Position Sensor B Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B46,A Camshaft Position Actuator Position Sensor B Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B47,B Camshaft Position Actuator Position Sensor B Circuit Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B48,B Camshaft Position Actuator Position Sensor B Range/Performance Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B49,B Camshaft Position Actuator Position Sensor B Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4A,B Camshaft Position Actuator Position Sensor B Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4B,B Camshaft Position Actuator Position Sensor B Circuit Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4C,B Camshaft Position Actuator Position Sensor B Range/Performance Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4D,B Camshaft Position Actuator Position Sensor B Circuit Low Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4E,B Camshaft Position Actuator Position Sensor B Circuit High Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B4F,A Camshaft Profile Actuator B Control Performance/Stuck Off Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B50,A Camshaft Profile Actuator B Control Performance/Stuck Off Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B51,B Camshaft Profile Actuator B Control Performance/Stuck Off Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B52,B Camshaft Profile Actuator B Control Performance/Stuck Off Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B53,A Camshaft Profile Actuator B Control Stuck On Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B54,A Camshaft Profile Actuator B Control Stuck On Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B55,B Camshaft Profile Actuator B Control Stuck On Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B56,B Camshaft Profile Actuator B Control Stuck On Bank 2,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B57,Low Engine Oil Pressure - Camshaft Control Disabled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B5A,Engine Coolant Flow Control Valve Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B5B,Engine Coolant Flow Control Valve Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B5C,Engine Coolant Flow Control Valve Supply Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B5D,Engine Coolant Flow Control Valve Position Sensor Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B5E,Engine Coolant Flow Control Valve Position Sensor Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B61,Engine Coolant Flow Control Valve Stuck Closed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B62,Coolant Pump B Supply Voltage Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B63,Coolant Pump B Stuck/Stalled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B64,Coolant Pump B Control Module Overtemperature,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B65,Coolant Pump B Overspeed/Air in System,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B66,Coolant Pump D Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B67,Coolant Pump D Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B68,Coolant Pump D Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B69,Coolant Pump D Supply Voltage Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6A,Coolant Pump D Stuck/Stalled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6B,Coolant Pump D Control Module Overtemperature,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6C,Coolant Pump D Overspeed/Air in System,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6D,Engine Coolant Flow Control Valve Position Sensor Circuit Intermittent/Erratic,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6E,Turbocharger/Supercharger A Temperature Sensor Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B6F,Turbocharger/Supercharger A Temperature Sensor Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B70,Turbocharger/Supercharger A Temperature Sensor Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B71,Turbocharger/Supercharger A Temperature Sensor Circuit Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B72,Coolant Heater A Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B73,Coolant Heater A Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B74,Coolant Heater A Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B75,Coolant Heater A Control Circuit Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B76,Coolant Heater B Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B77,Coolant Heater B Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B78,Coolant Heater B Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B79,Coolant Heater B Control Circuit Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B7A,EVAP System Pressure Sensor/Switch C Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B7C,EVAP System Pressure Sensor/Switch C Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B7D,EVAP System Pressure Sensor/Switch C Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B7E,EVAP System Pressure Sensor/Switch C Circuit Intermittent,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B7F,Turbocharger/Supercharger Boost Control Module A Calibration Not Learned/Programmed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B80,Turbocharger/Supercharger Boost Control Module B Calibration Not Learned/Programmed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B81,Wastegate Position Sensor A Circuit Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B82,Wastegate Position Sensor B Circuit Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B83,Charge Air Cooler Coolant Pump A Overspeed/Air In System,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B84,Charge Air Cooler Coolant Pump A Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B85,Engine Coolant Pump Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B86,Coolant Pump A Overspeed/Air in System,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B87,Coolant Pump A Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B88,Intake Air O2 Sensor Circuit Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B89,Intake Air O2 Sensor Circuit Low Voltage Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8A,Intake Air O2 Sensor Circuit High Voltage Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8B,Intake Air O2 Sensor Heater Control Circuit/Open Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8C,Intake Air O2 Sensor Heater Control Circuit Range/Performance Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8D,Intake Air O2 Sensor Heater Control Circuit Low Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8E,Intake Air O2 Sensor Heater Control Circuit High Bank 1,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B8F,Turbocharger/Supercharger B Temperature Sensor Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B90,Turbocharger/Supercharger B Temperature Sensor Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B91,Turbocharger/Supercharger B Temperature Sensor Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B92,Turbocharger/Supercharger B Temperature Sensor Circuit Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B93,Wastegate Position Sensor A Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B94,Wastegate Position Sensor B Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B95,Cold Start Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B96,Injection Pulse Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B97,Exhaust Pressure Control Valve A Position Exceeded Learning Limit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B98,Exhaust Pressure Control Valve A Supply Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B99,Exhaust Pressure Control Valve A Driver Current/Temperature Too High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9A,Reductant Quality Sensor Circuit Intermittent/Erratic,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9B,Vehicle Conditions Incorrect for Particulate Matter Sensor Regeneration,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9C,Coolant Pump A Stuck/Stalled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9D,Coolant Pump A Supply Voltage Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9E,Coolant Pump A Control Module Overtemperature,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2B9F,Coolant Pump B Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA0,Coolant Pump C Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA1,Coolant Pump D Underspeed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA2,Engine Coolant Pump Stuck/Stalled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA3,Starter/Generator Mechanical Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA4,Catalyst Feedgas Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BA5,Particulate Filter Feedgas Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BAF,NOx System Driver Inducement Active,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB0,Alternative Fuel Consumption Too Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB1,Alternative Fuel Consumption Too High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB2,Alternative Fuel Tank Empty,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB3,Fuel Pump Secondary Circuit Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB4,Engine Coolant Temperature Sensor 4 Circuit Intermittent/Erratic,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB5,Engine Coolant Temperature Sensor 5 Circuit Intermittent/Erratic,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB6,Engine Coolant Temperature Sensor 6 Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB7,Engine Coolant Temperature Sensor 6 Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB8,Engine Coolant Temperature Sensor 6 Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BB9,Engine Coolant Temperature Sensor 6 Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BBA,Engine Coolant Temperature Sensor 6 Circuit Intermittent/Erratic,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BBB,Turbocharger/Supercharger Bypass Valve A Position Sensor Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BBC,Turbocharger/Supercharger Bypass Valve A Position Sensor Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BBD,Turbocharger/Supercharger Bypass Valve A Position Sensor Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BBF,Turbocharger/Supercharger Bypass Valve A Supply Voltage Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC0,Turbocharger/Supercharger Bypass Valve A Driver Current/Temperature Too High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC1,Charge Air Cooler Coolant Pump A Stuck/Stalled,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC2,Charge Air Cooler Coolant Pump A Supply Voltage Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC3,Charge Air Cooler Coolant Pump A Control Module Overtemperature,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC4,Battery Charging System Positive Contactor B Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC5,Battery Charging System Positive Contactor B Stuck Closed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC6,Battery Charging System Positive Contactor B Stuck Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC7,Battery Charging System Positive Contactor B Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC8,Battery Charging System Positive Contactor B Control Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BC9,Battery Charging System Positive Contactor B Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCA,Battery Charging System Positive Contactor B Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCB,Battery Charging System Negative Contactor B Circuit,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCC,Battery Charging System Negative Contactor B Stuck Closed,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCD,Battery Charging System Negative Contactor B Stuck Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCE,Battery Charging System Negative Contactor B Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BCF,Battery Charging System Negative Contactor B Control Circuit Range/Performance,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD0,Battery Charging System Negative Contactor B Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD1,Battery Charging System Negative Contactor B Control Circuit High,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD2,Exhaust Aftertreatment System A Leak,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD3,Exhaust Aftertreatment System B Leak,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD4,Motor Electronics Coolant Pump C Control Circuit/Open,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
P2BD5,Motor Electronics Coolant Pump C Control Circuit Low,Motor / Aktarma Organları (Powertrain),MEDIUM,3,3
